,Abandonó_Servicio,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Antigüedad,Servicio_Telefónico,Múltiples_Líneas,Seguridad_Online,Respaldo_Online,Protección_Dispositivo,Soporte_Técnico,TV_Streaming,Películas_Streaming,Cargo_Mensual,Cargo_Total,Cuentas_Diarias,Género_Masculino,Servicio_Internet_Fibra optica,Servicio_Internet_No,Tipo_Contrato_Bianual,Tipo_Contrato_Mensual,Factura_Digital_Yes,Método_Pago_Cheque enviado por correo,Método_Pago_Tarjeta de crédito (automático),Método_Pago_Transferencia bancaria (automática)
213,1,0,0,0,1,1,0,0,0,0,0,0,0,70.1,70.1,2.3366666666666664,0,1,0,0,1,1,0,0,0
214,1,0,0,0,3,1,0,0,1,0,1,1,1,97.9,315.3,3.5033333333333334,0,1,0,0,1,1,0,0,0
215,0,0,1,0,60,1,1,0,1,1,0,1,1,102.5,6157.6,3.4208888888888893,1,1,0,0,0,0,0,0,1
216,1,0,1,0,5,1,0,0,0,0,0,0,0,69.95,330.15,2.201,0,1,0,0,1,0,0,0,0
217,1,1,0,0,3,1,1,0,1,0,0,0,0,81.35,233.7,2.5966666666666667,1,1,0,0,1,1,0,0,0
218,0,0,1,0,55,1,1,1,1,0,1,0,0,66.05,3462.1,2.098242424242424,0,0,0,0,0,1,0,1,0
219,0,0,0,0,72,0,0,1,0,1,1,1,1,61.2,4390.25,2.0325231481481483,1,0,0,1,0,1,0,1,0
220,0,1,1,0,72,1,0,1,1,1,1,1,0,74.4,5360.75,2.481828703703704,1,0,0,1,0,0,0,0,1
221,1,0,0,0,41,1,1,0,1,1,0,1,1,106.3,4443.45,3.612560975609756,0,1,0,0,1,1,0,0,0
222,0,0,0,0,60,0,0,1,1,1,0,0,0,39.6,2424.5,1.3469444444444445,1,0,0,1,0,0,0,0,1
223,1,0,0,0,6,1,0,0,0,0,0,1,1,89.3,577.6,3.208888888888889,0,1,0,0,1,0,0,0,0
224,0,0,1,0,46,1,1,0,1,1,1,1,1,108.9,4854.3,3.517608695652174,0,1,0,1,0,1,0,1,0
225,0,0,0,0,15,1,0,0,0,0,0,0,0,19.9,320.45,0.7121111111111111,0,0,1,0,1,0,1,0,0
226,1,0,1,0,58,1,1,0,0,1,1,1,1,102.1,5885.4,3.382413793103448,0,1,0,0,1,1,0,1,0
227,0,0,1,1,23,1,0,0,0,0,0,0,0,19.6,426.65,0.6183333333333333,1,0,1,1,0,0,0,1,0
228,1,1,1,1,31,1,0,0,0,1,1,1,1,98.9,2911.3,3.130430107526882,0,1,0,0,1,1,0,0,0
229,0,0,1,0,11,1,0,0,0,0,0,0,0,45.9,521.9,1.5815151515151515,1,0,0,0,1,1,0,0,1
230,0,1,0,0,56,1,1,0,1,1,1,1,0,99.9,5706.3,3.396607142857143,0,1,0,1,0,1,0,0,1
231,0,0,0,1,25,1,0,0,0,0,0,0,0,20.05,471.7,0.6289333333333333,0,0,1,0,1,0,0,1,0
232,0,0,0,0,68,0,0,1,1,1,1,1,1,64.35,4539.6,2.225294117647059,0,0,0,1,0,0,0,1,0
233,0,0,0,0,40,1,0,0,0,0,0,0,0,19.65,830.25,0.691875,0,0,1,1,0,0,0,1,0
234,1,0,0,0,36,1,1,0,0,0,0,0,1,84.9,3067.2,2.84,1,1,0,0,1,1,0,0,0
235,1,0,0,0,32,1,1,1,1,0,1,1,1,108.15,3432.9,3.5759375,1,1,0,0,1,1,0,1,0
236,0,0,1,1,71,1,1,1,1,1,1,1,1,86.85,6263.8,2.9407511737089203,1,0,0,1,0,0,0,0,1
237,0,0,1,0,17,1,1,0,1,1,0,1,1,102.55,1742.5,3.4166666666666665,1,1,0,0,1,1,0,0,0
238,0,0,1,0,18,1,0,0,0,1,1,0,0,78.2,1468.75,2.7199074074074074,1,1,0,0,1,0,0,0,0
239,0,0,0,0,37,1,1,1,1,1,0,0,0,91.2,3382.3,3.0471171171171174,0,1,0,0,1,0,0,0,1
240,0,0,0,0,2,1,0,0,0,0,0,0,0,19.35,46.35,0.7725000000000001,1,0,1,0,1,0,1,0,0
241,0,0,1,1,28,1,0,0,0,0,0,0,0,70.4,1992.2,2.3716666666666666,0,1,0,0,0,1,0,0,1
242,0,0,0,0,9,0,0,1,1,1,0,0,0,39.55,373.0,1.3814814814814815,1,0,0,0,0,0,1,0,0
243,0,0,0,0,1,1,0,1,0,0,0,0,0,50.15,50.15,1.6716666666666666,0,0,0,0,1,0,0,0,0
244,0,0,1,0,65,1,0,0,0,0,0,0,0,20.4,1414.45,0.7253589743589743,1,0,1,1,0,1,0,1,0
245,0,0,0,0,3,1,0,0,0,0,0,0,0,44.6,122.7,1.3633333333333333,0,0,0,0,1,0,0,0,0
246,1,0,0,0,1,0,0,0,0,0,0,1,0,34.7,34.7,1.1566666666666667,0,0,0,0,1,1,0,0,0
247,0,0,1,0,36,1,0,1,0,0,0,1,1,93.6,3366.05,3.1167129629629637,1,1,0,0,1,1,0,0,0
248,1,0,0,0,23,1,1,0,0,0,1,1,0,90.6,1943.2,2.816231884057971,1,1,0,0,1,1,0,0,0
249,0,0,1,1,22,1,0,1,1,0,1,0,0,57.95,1271.8,1.926969696969697,1,0,0,0,1,1,1,0,0
250,0,0,1,0,72,1,1,1,1,1,1,1,1,112.1,7965.95,3.687939814814815,0,1,0,1,0,0,0,1,0
251,1,0,1,1,17,1,1,0,0,1,0,1,0,88.25,1460.65,2.864019607843137,0,1,0,0,1,0,0,0,0
252,1,0,0,0,3,1,0,0,0,0,1,0,1,85.8,272.2,3.0244444444444443,0,1,0,0,1,0,0,0,0
253,1,0,1,0,58,1,0,1,1,1,0,0,0,60.3,3563.8,2.04816091954023,1,0,0,0,0,0,0,1,0
254,0,0,1,1,67,1,0,1,1,1,0,1,1,81.35,5398.6,2.685870646766169,1,0,0,1,0,0,0,1,0
255,0,1,0,0,34,1,0,0,1,1,0,1,1,99.85,3343.15,3.2775980392156865,1,1,0,0,0,1,0,0,0
256,0,0,0,0,10,1,0,0,0,0,0,0,0,20.0,198.7,0.6623333333333333,1,0,1,0,1,0,0,1,0
257,0,0,0,0,69,1,1,1,0,1,1,1,1,85.35,5897.4,2.848985507246377,0,0,0,1,0,1,0,1,0
258,0,0,0,0,40,0,0,1,1,1,0,1,1,62.05,2511.55,2.0929583333333337,1,0,0,0,0,0,0,1,0
259,0,0,0,0,20,1,0,1,0,1,0,0,1,64.4,1398.6,2.331,1,0,0,0,1,0,0,1,0
260,0,0,1,1,46,1,0,0,0,0,0,0,0,19.4,967.85,0.701340579710145,0,0,1,1,0,0,1,0,0
261,1,0,1,0,2,1,0,1,0,0,0,0,0,74.4,139.4,2.3233333333333333,0,1,0,0,1,1,0,0,0
262,1,1,1,0,1,1,0,0,0,0,0,0,0,70.45,70.45,2.3483333333333336,0,1,0,0,1,1,1,0,0
263,0,0,1,0,72,1,1,1,0,1,0,1,1,105.0,7589.8,3.5137962962962965,0,1,0,1,0,1,0,1,0
264,0,0,1,1,70,1,1,0,0,0,0,0,0,25.15,1790.15,0.852452380952381,1,0,1,1,0,0,0,1,0
265,0,0,0,0,2,1,0,0,0,0,0,0,0,19.3,44.4,0.74,0,0,1,0,1,0,1,0,0
266,0,0,0,1,23,1,0,0,1,0,1,0,0,55.3,1284.2,1.8611594202898551,1,0,0,0,1,1,0,0,1
267,0,0,1,0,36,1,1,0,0,0,0,1,1,95.4,3474.2,3.216851851851852,1,1,0,0,1,1,0,0,0
268,1,1,1,0,59,1,1,0,0,0,0,1,1,93.85,5574.75,3.149576271186441,1,1,0,0,1,1,0,0,1
269,0,0,0,0,67,1,0,0,0,0,0,0,0,20.5,1430.95,0.7119154228855722,1,0,1,1,0,0,0,0,1
270,0,0,1,1,72,1,1,1,0,1,0,1,1,105.55,7542.25,3.4917824074074075,1,1,0,1,0,1,0,0,1
271,1,0,0,0,37,1,1,0,1,1,0,1,1,101.9,3545.35,3.194009009009009,0,1,0,0,1,1,0,0,1
272,0,0,1,1,72,1,1,0,0,0,0,0,0,24.45,1709.1,0.79125,0,0,1,1,0,0,0,0,1
273,0,0,1,0,72,1,0,0,0,0,0,0,0,19.7,1421.9,0.6582870370370371,1,0,1,1,0,0,0,1,0
274,1,0,0,0,3,1,1,0,0,0,0,0,0,74.4,229.55,2.5505555555555555,1,1,0,0,1,1,0,0,0
275,1,1,1,0,54,1,1,0,1,0,0,1,1,101.5,5373.1,3.316728395061729,0,1,0,0,0,1,0,1,0
276,1,0,1,0,60,1,1,0,1,1,0,1,0,95.75,5742.9,3.1905,1,1,0,0,1,1,0,0,0
277,0,0,1,0,58,1,1,1,1,1,0,1,1,110.65,6526.65,3.750948275862069,0,1,0,0,0,1,0,1,0
278,0,0,1,0,31,1,0,0,1,0,0,0,1,83.85,2674.15,2.8754301075268818,0,1,0,0,1,1,0,0,1
279,0,0,0,0,3,1,1,0,0,0,0,1,0,60.25,170.5,1.8944444444444444,0,0,0,0,1,1,0,0,0
280,0,0,0,0,55,1,0,1,0,1,1,0,0,59.2,3175.85,1.924757575757576,1,0,0,1,0,1,0,0,0
281,1,0,0,0,1,1,0,0,0,0,0,0,0,44.4,44.4,1.48,0,0,0,0,1,0,1,0,0
282,0,0,1,0,49,1,0,0,1,0,0,1,0,85.3,4297.95,2.9237755102040817,1,1,0,0,1,1,0,1,0
283,1,0,0,1,8,0,0,0,0,0,0,0,0,25.5,215.2,0.8966666666666666,1,0,0,0,1,0,1,0,0
284,0,1,0,0,39,1,1,0,0,1,0,1,1,99.75,4036.0,3.4495726495726498,0,1,0,0,1,1,0,0,0
285,0,0,1,0,66,1,1,1,1,1,0,0,0,66.1,4428.45,2.236590909090909,1,0,0,1,0,1,0,1,0
286,0,0,1,1,15,1,0,0,0,0,0,0,0,20.55,295.95,0.6576666666666666,0,0,1,0,0,0,1,0,0
287,0,0,1,0,51,1,1,0,0,1,0,1,1,98.85,4947.55,3.2336928104575167,0,1,0,0,0,1,0,0,0
288,0,1,0,0,9,1,0,0,0,0,1,0,0,49.2,447.9,1.6588888888888889,1,0,0,0,1,0,1,0,0
289,1,0,0,0,1,1,0,0,0,0,0,0,0,20.9,20.9,0.6966666666666667,0,0,1,0,1,0,1,0,0
290,0,0,0,0,25,1,0,0,0,0,0,0,0,19.5,516.3,0.6883999999999999,1,0,1,0,0,1,0,0,1
291,0,0,1,0,22,1,0,0,0,1,0,1,0,87.0,1850.65,2.804015151515152,1,1,0,0,1,1,0,0,1
292,0,0,0,0,15,1,1,0,0,0,0,0,0,49.0,749.25,1.665,1,0,0,0,1,1,0,0,0
293,1,0,1,1,28,1,0,0,0,0,0,1,1,90.1,2598.95,3.093988095238095,0,1,0,0,0,1,0,0,1
294,0,0,0,0,3,1,0,0,0,0,0,1,1,90.7,237.65,2.640555555555556,1,1,0,0,1,0,1,0,0
295,0,0,1,0,47,1,1,0,0,1,0,1,1,100.5,4707.1,3.338368794326241,0,1,0,0,1,1,0,0,0
296,0,0,0,0,67,1,1,1,0,1,1,1,1,85.25,5714.2,2.842885572139304,0,0,0,1,0,1,1,0,0
297,0,1,0,0,18,1,0,0,1,0,0,0,0,74.7,1294.6,2.397407407407407,0,1,0,0,1,1,0,0,0
298,0,0,1,0,62,1,0,0,1,1,1,0,0,60.15,3753.2,2.017849462365591,1,0,0,1,0,1,0,1,0
299,0,0,0,0,41,1,1,0,1,1,0,1,1,80.55,3263.9,2.653577235772358,0,0,0,0,0,1,0,0,0
300,0,0,0,0,44,1,1,0,0,0,0,0,0,50.15,2139.1,1.6205303030303029,0,0,0,0,1,1,1,0,0
301,0,0,0,0,53,1,0,0,1,1,1,0,1,94.45,5042.75,3.171540880503145,0,1,0,0,0,1,0,1,0
302,0,0,1,0,48,1,0,0,0,0,0,0,0,20.05,1036.0,0.7194444444444444,1,0,1,1,0,1,1,0,0
303,0,1,1,0,54,1,1,1,1,1,1,1,1,115.6,6431.05,3.969783950617284,0,1,0,0,0,1,0,0,1
304,1,0,1,0,48,0,0,1,0,1,0,0,1,45.3,2145.0,1.4895833333333333,0,0,0,0,1,1,0,0,1
305,0,0,0,0,24,1,1,0,1,0,0,1,1,99.65,2404.85,3.3400694444444445,1,1,0,0,1,1,0,0,1
306,0,0,0,0,33,1,0,0,1,0,1,0,0,80.6,2651.1,2.677878787878788,1,1,0,1,0,0,0,0,1
307,0,0,1,0,66,1,1,1,1,0,1,1,1,85.25,5538.35,2.797146464646465,1,0,0,1,0,0,0,0,0
308,0,0,1,1,3,1,0,0,0,0,0,0,0,69.55,200.2,2.2244444444444444,0,1,0,0,1,1,0,0,0
309,0,0,0,0,13,0,0,0,0,1,1,0,0,35.4,450.4,1.1548717948717948,0,0,0,1,0,0,1,0,0
310,0,0,1,1,63,1,1,1,1,1,0,1,1,83.5,5435.0,2.875661375661376,1,0,0,1,0,0,0,1,0
311,1,0,1,1,23,1,0,0,1,1,1,0,0,83.8,1900.25,2.753985507246377,0,1,0,0,1,0,0,0,0
312,0,0,0,1,52,1,1,0,0,0,0,0,0,25.6,1334.5,0.8554487179487179,1,0,1,1,0,0,0,1,0
313,0,0,0,0,3,1,0,0,0,0,0,0,0,20.75,67.1,0.7455555555555555,1,0,1,0,1,1,0,1,0
314,0,0,0,0,10,1,0,0,0,0,0,0,1,56.75,503.25,1.6775,1,0,0,0,1,1,0,0,1
315,0,0,1,1,72,1,0,0,0,0,0,0,0,20.1,1460.85,0.6763194444444444,0,0,1,1,0,0,0,0,1
316,0,0,0,0,29,1,0,0,0,1,1,1,1,98.8,2807.1,3.226551724137931,1,1,0,0,1,1,0,1,0
317,0,1,1,0,62,1,1,1,0,1,0,1,1,104.85,6312.9,3.394032258064516,0,1,0,0,0,1,0,0,0
318,1,0,1,0,41,1,1,0,0,1,0,1,1,73.0,3001.2,2.44,1,0,0,0,0,1,0,0,0
319,1,0,0,0,43,1,1,0,1,0,0,0,0,77.85,3365.85,2.609186046511628,1,1,0,0,1,1,0,0,0
320,0,0,0,1,26,1,0,0,1,1,1,1,1,105.45,2715.3,3.4811538461538465,0,1,0,1,0,1,0,0,0
321,0,0,1,0,19,1,0,0,0,1,0,1,1,96.8,1743.05,3.057982456140351,0,1,0,0,1,1,0,0,0
322,0,0,1,1,72,1,1,0,0,0,0,0,0,24.25,1784.5,0.8261574074074074,0,0,1,1,0,0,0,1,0
323,0,1,0,0,45,1,1,0,0,1,0,1,1,102.15,4735.35,3.507666666666667,0,1,0,0,0,1,0,0,1
324,0,0,0,0,32,1,0,0,0,0,0,1,1,64.85,2010.95,2.0947395833333333,1,0,0,0,0,1,0,0,1
325,0,0,0,0,41,1,1,0,0,0,0,0,0,25.25,996.45,0.8101219512195122,1,0,1,0,1,1,0,0,1
326,0,0,1,1,65,1,1,0,0,0,0,0,0,24.75,1715.1,0.8795384615384615,1,0,1,1,0,0,0,1,0
327,1,0,1,0,55,1,1,1,1,0,0,1,0,96.75,5238.9,3.1750909090909087,1,1,0,0,1,1,0,0,0
328,0,0,1,1,11,1,0,0,0,0,0,0,0,19.65,225.75,0.6840909090909091,1,0,1,1,0,0,1,0,0
329,0,0,0,0,49,1,0,0,0,1,1,1,1,74.45,3721.9,2.531904761904762,0,0,0,1,0,1,0,0,1
330,0,0,1,0,61,1,1,1,0,1,1,1,0,99.4,5943.65,3.247896174863388,1,1,0,0,1,0,0,0,1
331,0,0,1,1,25,1,0,0,0,0,0,0,0,19.15,477.6,0.6368,1,0,1,0,1,1,1,0,0
332,1,0,0,0,1,1,0,0,0,0,0,0,0,69.5,69.5,2.316666666666667,0,1,0,0,1,1,0,0,0
333,0,0,0,1,23,1,0,0,0,0,1,0,0,49.45,1119.35,1.622246376811594,0,0,0,0,0,1,0,0,0
334,0,0,0,0,21,1,1,0,0,0,0,0,0,73.7,1558.7,2.4741269841269844,1,1,0,0,1,1,0,0,0
335,1,0,0,0,1,1,0,0,0,0,0,0,1,79.7,79.7,2.6566666666666667,0,1,0,0,1,1,0,0,0
336,1,1,1,0,5,1,1,0,0,1,0,0,0,79.9,343.95,2.293,1,1,0,0,1,1,0,0,1
337,0,0,1,0,24,1,0,1,0,0,1,1,1,74.4,1712.9,2.379027777777778,1,0,0,0,0,0,0,0,1
338,1,1,0,0,27,1,1,0,0,1,0,0,1,88.3,2467.75,3.0466049382716047,0,1,0,0,1,0,0,1,0
339,0,0,1,0,70,1,0,0,0,0,0,0,0,19.8,1397.65,0.665547619047619,0,0,1,1,0,0,0,0,1
340,1,1,0,0,5,1,0,0,0,1,0,0,0,75.55,349.65,2.331,0,1,0,0,1,1,0,1,0
341,0,0,1,1,46,1,0,0,0,0,0,0,0,20.2,917.45,0.6648188405797102,1,0,1,1,0,1,1,0,0
342,0,0,1,1,2,1,0,0,0,0,0,0,0,71.65,135.75,2.2625,0,1,0,0,1,1,0,0,0
343,0,0,1,1,57,1,0,0,0,0,0,0,0,20.1,1087.7,0.6360818713450292,0,0,1,1,0,1,0,0,1
344,1,0,0,0,1,1,0,0,0,0,0,0,0,71.1,71.1,2.37,0,1,0,0,1,0,1,0,0
345,0,1,1,0,60,1,1,0,0,1,0,1,1,100.5,6029.0,3.3494444444444444,0,1,0,0,0,1,0,1,0
346,0,0,1,1,37,1,1,1,0,1,1,0,0,62.8,2278.75,2.052927927927928,1,0,0,1,0,1,0,1,0
347,1,0,0,1,1,1,0,0,0,0,0,0,0,70.45,70.45,2.3483333333333336,1,1,0,0,1,1,1,0,0
348,0,0,1,1,28,1,0,0,1,1,0,1,1,100.35,2799.0,3.3321428571428573,1,1,0,0,0,0,0,0,1
349,0,1,0,0,24,1,0,0,0,0,0,0,0,20.3,459.95,0.6388194444444444,0,0,1,0,1,1,1,0,0
350,0,0,0,0,62,1,1,1,1,1,0,0,0,92.05,5755.8,3.0945161290322583,0,1,0,0,0,1,0,0,0
351,1,0,0,1,18,1,0,0,0,0,0,0,0,20.15,390.85,0.7237962962962964,0,0,1,0,0,0,0,0,1
352,1,0,0,0,5,1,0,1,0,0,1,0,0,54.2,308.25,2.055,0,0,0,0,1,0,0,0,0
353,0,0,1,1,20,1,0,0,0,0,0,0,0,20.35,442.6,0.7376666666666667,0,0,1,0,1,0,1,0,0
354,1,0,0,0,1,1,0,0,0,0,0,0,0,70.75,70.75,2.3583333333333334,0,1,0,0,1,0,1,0,0
355,1,0,0,0,35,1,0,0,1,1,0,1,1,102.35,3626.1,3.4534285714285717,1,1,0,0,0,1,0,0,1
356,0,1,0,0,52,0,0,0,1,1,1,1,0,50.5,2566.3,1.6450641025641026,0,0,0,0,1,1,0,0,0
357,1,0,1,0,30,1,1,0,0,0,0,0,1,85.0,2624.25,2.915833333333333,0,1,0,0,1,1,0,0,0
358,0,0,1,0,72,0,0,1,1,1,0,0,0,42.1,2962.0,1.3712962962962962,1,0,0,1,0,0,0,0,1
359,1,1,0,0,15,1,1,0,0,0,0,0,0,75.65,1146.65,2.5481111111111114,1,1,0,0,1,0,0,0,0
360,0,0,0,1,70,1,1,1,1,1,1,1,1,114.6,7882.5,3.753571428571429,1,1,0,1,0,1,0,0,0
361,0,0,0,1,66,1,1,1,1,0,1,0,0,65.7,4378.9,2.2115656565656563,1,0,0,1,0,0,0,0,1
362,0,1,1,0,55,1,1,0,0,0,0,0,0,74.0,4052.4,2.456,1,1,0,0,1,1,0,0,0
363,1,1,1,0,55,1,1,0,1,1,0,0,0,85.45,4874.7,2.9543636363636363,0,1,0,0,1,1,0,0,0
364,0,1,1,0,57,1,1,0,1,1,0,1,0,71.1,4140.1,2.421111111111111,1,0,0,0,0,1,0,1,0
365,0,0,1,0,72,1,1,1,1,1,0,1,1,109.55,8165.1,3.780138888888889,0,1,0,1,0,1,0,0,0
366,0,0,1,0,28,1,0,0,0,0,0,0,0,20.5,563.05,0.670297619047619,0,0,1,0,1,0,1,0,0
367,0,0,1,0,54,1,0,1,1,0,0,1,1,74.55,4191.45,2.587314814814815,1,0,0,1,0,1,0,0,1
368,0,1,1,1,24,1,1,1,0,0,0,0,0,79.85,1857.75,2.580208333333333,1,1,0,0,1,1,0,0,0
369,0,0,1,0,2,1,0,1,0,0,0,0,1,62.15,113.1,1.885,0,0,0,0,1,1,1,0,0
370,0,0,0,1,12,1,0,0,0,0,0,0,0,21.05,235.8,0.655,1,0,1,0,1,0,0,1,0
371,0,1,0,0,51,1,1,0,1,0,0,0,0,79.6,3974.7,2.597843137254902,1,1,0,0,0,1,0,0,1
372,0,0,0,0,13,1,0,0,1,0,1,1,1,73.35,931.55,2.388589743589744,1,0,0,0,1,0,1,0,0
373,0,0,0,0,58,1,0,0,1,1,1,1,0,70.1,4048.95,2.326982758620689,1,0,0,1,0,0,0,0,1
374,0,0,1,1,18,1,0,0,0,1,1,0,0,54.4,957.1,1.7724074074074074,0,0,0,0,0,1,0,1,0
375,0,0,1,0,29,1,0,0,0,0,0,0,0,19.55,521.8,0.5997701149425286,0,0,1,1,0,1,1,0,0
376,0,0,1,1,72,1,1,1,1,0,1,1,0,74.55,5430.65,2.5141898148148147,0,0,0,1,0,0,1,0,0
377,0,0,1,1,71,1,1,0,0,0,0,0,0,23.9,1626.4,0.7635680751173709,1,0,1,1,0,0,0,1,0
378,0,0,0,0,70,0,0,1,1,1,1,0,0,44.6,3058.15,1.4562619047619048,0,0,0,1,0,1,0,0,1
379,1,0,0,0,9,1,1,0,0,0,0,1,1,95.5,829.1,3.070740740740741,1,1,0,0,1,1,0,0,0
380,0,0,1,1,20,1,1,0,0,1,1,0,1,95.5,1916.2,3.1936666666666667,0,1,0,0,1,1,0,0,1
381,1,0,0,0,69,1,1,1,1,1,1,0,1,78.6,5356.45,2.587657004830918,1,0,0,0,0,1,0,1,0
382,0,0,0,0,63,1,1,1,1,1,1,1,0,104.5,6590.8,3.487195767195767,1,1,0,0,0,0,0,1,0
383,0,0,0,0,7,1,0,1,1,1,0,0,0,61.4,438.9,2.09,0,0,0,0,1,0,0,0,0
384,0,0,1,1,69,0,0,1,0,1,0,0,1,43.95,2960.1,1.43,0,0,0,1,0,1,0,1,0
385,1,0,1,1,5,1,1,0,0,0,0,0,0,25.9,135.0,0.9,1,0,1,0,1,1,0,0,1
386,0,0,0,0,9,1,0,0,1,1,0,0,0,80.55,653.9,2.421851851851852,0,1,0,0,1,0,0,0,0
387,0,0,1,1,46,1,1,1,0,1,1,0,1,99.65,4630.2,3.355217391304348,0,1,0,1,0,0,1,0,0
388,0,1,1,0,60,1,0,0,1,1,0,1,1,97.95,5867.0,3.2594444444444446,1,1,0,0,0,1,0,0,0
389,1,1,1,0,27,1,1,0,1,1,0,0,1,95.55,2510.2,3.099012345679012,1,1,0,0,1,1,0,0,0
390,0,0,1,0,16,1,1,1,1,1,0,0,0,90.7,1374.9,2.8643750000000003,0,1,0,0,1,0,0,0,0
391,1,0,1,1,22,1,0,0,1,0,0,0,1,83.3,1845.9,2.796818181818182,0,1,0,0,1,0,0,0,0
392,0,0,1,1,41,1,1,1,1,1,0,0,1,101.6,3930.55,3.195569105691057,0,1,0,0,0,1,0,0,1
393,0,1,0,0,4,1,0,0,1,0,0,0,0,72.75,317.75,2.6479166666666667,0,1,0,0,1,0,0,0,0
394,0,0,0,0,24,1,1,0,0,1,0,1,0,88.95,2072.75,2.8788194444444444,0,1,0,0,1,1,0,1,0
395,0,0,0,0,38,1,0,0,0,0,0,0,0,20.3,743.05,0.6517982456140351,0,0,1,1,0,0,1,0,0
396,0,0,0,0,25,1,1,1,1,1,1,1,0,78.35,1837.9,2.450533333333333,0,0,0,0,1,1,0,0,1
397,0,0,1,0,40,1,0,0,1,1,0,0,0,80.0,3168.75,2.640625,1,1,0,0,1,1,0,0,0
398,1,0,0,0,8,1,0,1,0,0,0,0,0,49.85,365.55,1.523125,0,0,0,0,1,1,0,0,0
399,0,0,1,1,13,1,0,0,0,0,0,0,0,19.85,252.0,0.6461538461538462,1,0,1,0,1,1,1,0,0
400,0,0,1,1,64,1,1,1,1,1,0,0,0,91.8,5960.5,3.1044270833333334,1,1,0,0,1,1,0,0,0
401,1,0,1,1,62,1,0,0,1,1,0,1,1,100.15,6283.3,3.3781182795698927,0,1,0,0,1,1,0,0,0
402,0,0,1,0,20,1,0,0,0,0,0,0,0,69.8,1540.35,2.56725,0,1,0,0,1,1,0,0,1
403,1,0,1,0,14,0,0,0,0,0,0,1,1,46.35,667.7,1.589761904761905,1,0,0,0,1,0,0,0,0
404,0,0,0,0,57,1,0,0,1,1,1,1,0,69.75,3894.4,2.277426900584796,0,0,0,1,0,0,1,0,0
405,0,0,0,1,12,1,0,1,0,0,0,1,1,69.85,837.5,2.326388888888889,1,0,0,0,1,1,1,0,0
406,0,0,1,1,59,1,1,0,0,0,0,0,0,25.45,1534.05,0.8666949152542373,0,0,1,1,0,0,1,0,0
407,0,0,1,1,59,1,0,0,1,0,1,1,1,75.95,4542.35,2.566299435028249,0,0,0,1,0,1,0,1,0
408,1,0,0,1,53,1,0,0,0,0,0,0,0,19.75,1052.35,0.6618553459119496,1,0,1,1,0,0,0,0,1
409,0,0,1,1,45,1,1,0,1,1,0,1,1,78.75,3600.65,2.667148148148148,1,0,0,0,0,0,0,1,0
410,0,0,1,0,50,1,0,0,0,0,0,0,0,19.8,1013.2,0.6754666666666667,1,0,1,1,0,0,0,0,0
411,1,0,1,0,20,1,0,0,0,0,0,1,1,89.0,1820.45,3.034083333333333,1,1,0,0,1,1,1,0,0
412,1,1,0,0,1,0,0,0,0,0,0,0,0,25.25,25.25,0.8416666666666667,0,0,0,0,1,0,0,0,0
413,0,0,1,1,70,1,0,0,0,0,0,0,0,19.2,1401.4,0.6673333333333333,0,0,1,1,0,1,1,0,0
414,1,1,1,0,1,0,0,0,0,0,0,0,0,25.05,25.05,0.8350000000000001,1,0,0,0,1,0,0,0,0
415,1,0,1,0,64,0,0,1,0,1,1,0,1,47.85,3147.5,1.6393229166666667,0,0,0,1,0,0,0,0,0
416,1,0,0,1,49,1,1,0,0,0,0,0,0,75.2,3678.3,2.502244897959184,1,1,0,0,1,0,0,1,0
417,1,0,0,1,28,1,0,1,0,0,0,0,0,74.9,2068.55,2.462559523809524,1,1,0,0,1,1,0,0,1
418,0,0,1,0,72,1,1,1,0,1,1,1,1,111.9,8071.05,3.736597222222222,1,1,0,1,0,1,0,1,0
419,0,0,0,0,13,1,0,0,0,0,0,1,0,81.9,1028.9,2.6382051282051284,0,1,0,0,1,1,1,0,0
420,0,0,1,1,4,1,0,0,0,0,0,0,0,18.85,84.2,0.7016666666666667,1,0,1,0,1,0,1,0,0
421,0,0,0,0,53,1,0,0,0,0,0,0,0,18.7,1005.7,0.6325157232704403,0,0,1,1,0,0,1,0,0
422,0,0,1,0,63,1,1,0,1,0,0,0,0,81.55,5029.05,2.660873015873016,0,1,0,0,1,1,0,0,1
423,0,0,0,0,10,0,0,0,0,0,1,0,0,29.6,299.05,0.9968333333333332,0,0,0,1,0,1,1,0,0
424,0,0,1,0,56,1,0,0,0,0,0,0,0,19.95,1126.75,0.6706845238095238,1,0,1,0,0,0,0,1,0
425,1,0,0,0,10,1,0,0,0,0,0,0,0,45.55,402.6,1.342,1,0,0,0,1,1,0,0,0
426,0,0,0,0,65,1,1,1,0,0,1,0,1,93.55,6069.25,3.112435897435897,1,1,0,0,0,0,0,0,0
427,0,0,0,0,1,1,0,1,0,0,0,0,0,48.45,48.45,1.615,0,0,0,0,1,1,0,0,1
428,1,1,0,0,21,0,0,1,0,0,0,1,0,41.9,840.1,1.3334920634920635,0,0,0,0,1,1,0,0,0
429,0,0,1,1,29,1,0,0,0,0,0,0,0,20.2,558.8,0.6422988505747126,0,0,1,1,0,0,1,0,0
430,0,0,1,0,72,1,1,0,0,0,0,0,0,24.15,1776.45,0.8224305555555556,0,0,1,1,0,1,0,1,0
